"平成２８年　４月　１日から平成２９年　２月　２日まで"
"入札日","執行課名","事業担当課","工事番号","工事名","工事場所　","契約業者名","予定価格","最低制限価格若しくは調査基準価格","落札価格","応札業者数","入札形式"
"20161213","伊都振興局農林水産振興部","農林水産政策局 農業農村整備課","平成２８年度　地すべり　第８号－３","吉原田原地区水抜きボーリング（B-4-2・B-4-3ブロック）工事","橋本市吉原地内","株式会社畑中産業","1.005372E7","8904688.0","8947800.0","11","一般競争入札"
"20161212","東牟婁振興局農林水産振興部","農林水産政策局 農業農村整備課","平成２８年度　自環交　第１号－３","潮岬園地　潮岬防護柵改修工事","東牟婁郡串本町潮岬地内","林緑地建設","2135160.0","1891757.0","1900692.0","22","一般競争入札"
"20161205","西牟婁振興局農林水産振興部","農林水産政策局 農業農村整備課","平成２８年度　中山間防　第１号－５５","市ノ瀬地区ため池土質調査その2業務","西牟婁郡上富田町市ノ瀬地内","株式会社タニガキ建工","4633200.0","3719046.0","3720600.0","25","一般競争入札"
"20161205","西牟婁振興局農林水産振興部","農林水産政策局 農業農村整備課","平成２８年度　中山間防　第１号－５４","市ノ瀬地区寺池・堂ノ谷池実施設計業務","西牟婁郡上富田町市ノ瀬地内","菅根測量株式会社","4309200.0","3342994.0","3909600.0","6","一般競争入札"
"20161201","日高振興局農林水産振興部","農林水産政策局 農業農村整備課","平成２８年度　調査管理　第２４号－５１","三尾川地区海岸保全区域台帳更新業務","日高郡由良町三尾川地内","株式会社初山","3790800.0","2784301.0","2829708.0","14","一般競争入札"
"20161201","日高振興局農林水産振興部","農林水産政策局 農業農村整備課","平成２８年度　整促　第５号－２","和田地区ゲート設備塗装工事","日高郡美浜町吉原地内","株式会社イワキ建設","2385720.0","2097600.0","2118420.0","10","一般競争入札"
"20161130","日高振興局農林水産振興部","森林・林業局 森林整備課","平成２８年度　県防　第８号","県土防災対策治山事業","日高郡日高川町大字大又字樫ノ上地内","株式会社安村商店","1121040.0","985446.0","993600.0","5","一般競争入札"
"20161130","日高振興局農林水産振興部","森林・林業局 森林整備課","平成２８年度　補正・復旧　第１号","復旧治山事業","日高郡日高川町大字寒川字朔日東原　地内","株式会社長田組","2.695896E7","2.4533907E7","2.45484E7","42","一般競争入札"
"20161129","那賀振興局農林水産振興部","農林水産政策局 農業農村整備課","平成２８年度　調査管理　第２号－２","施設維持管理工事","紀の川市北中地内","株式会社延希工業","1773360.0","1571130.0","1596240.0","5","一般競争入札"
"20161122","伊都振興局農林水産振興部","農林水産政策局 農業農村整備課","平成２８年度　中山間　第３号－１","吉原地区土地改良施設補修工事","橋本市吉原地内","田中工務店","1617840.0","1441281.0","1468800.0","4","一般競争入札"
"20161121","西牟婁振興局農林水産振興部","森林・林業局 森林整備課","平成２８年度　県防　第２６号","県土防災対策治山事業","西牟婁郡白浜町大山ヶ谷　地内","株式会社コーワ建設","4851360.0","4315671.0","4322160.0","14","一般競争入札"
"20161121","西牟婁振興局農林水産振興部","森林・林業局 森林整備課","平成２８年度　補正・復旧　第２号","復旧治山事業","田辺市龍神村龍神五百原　地内","株式会社かねやす建設","3.126384E7","2.8122219E7","2.8143396E7","43","一般競争入札"
"20161121","西牟婁振興局農林水産振興部","森林・林業局 森林整備課","平成２８年度　補正・復旧　第３号－１","復旧治山事業設計業務","田辺市深谷黒石　地内","株式会社熊野実測","1461240.0","1108367.0","1358640.0","10","一般競争入札"
"20161115","東牟婁振興局農林水産振興部","森林・林業局 森林整備課","平成２８年度　予防　第１１号","予防治山事業","東牟婁郡串本町田原字　玉蔵院　地内","南紀建設","1.586844E7","1.4245422E7","1.424736E7","21","一般競争入札"
"20161109","伊都振興局農林水産振興部","森林・林業局 森林整備課","平成２８年度　復旧　第４号－２","復旧治山事業","伊都郡かつらぎ町花園北寺高野谷　地内","紀伊建設株式会社","3.837996E7","3.5118799E7","3.71196E7","10","一般競争入札（総合評価）"
"20161108","水産局 水産振興課","水産局 水産振興課","平成２８年度　栽培　第１号－１","南部栽培漁業センター水槽基礎工事","東牟婁郡串本町串本地内","立本組","1063800.0","947864.0","1063800.0","1","一般競争入札"
"20161031","東牟婁振興局農林水産振興部","森林・林業局 森林整備課","平成２８年度　県防　第１６号","県土防災対策治山事業","新宮市熊野川町鎌塚字　上ミ平　外　地内","株式会社熊野工業","9237240.0","8408263.0","8960760.0","15","一般競争入札"
"20161025","海草振興局農林水産振興部","農林水産政策局 農業農村整備課","平成２８年度　ため池等　第３５号－３","別院歩路池改修その１工事","海南市別院地内","株式会社共栄建設","3.235032E7","2.9341839E7","3.1752E7","1","一般競争入札"
"20161019","那賀振興局農林水産振興部","農林水産政策局 農業農村整備課","平成２８年度　農試　第１号－１","農業試験場送水管布設工事","紀の川市貴志川町高尾地内","株式会社延希工業","6401160.0","5743270.0","5745600.0","2","一般競争入札"
"20161019","有田振興局農林水産振興部","農林水産政策局 農業農村整備課","平成２８年度　基水　第３号－５０","有田川地区　糸我第2水槽設計業務","有田市糸我町西外地内","株式会社データ技研","1328400.0","1083045.0","1150178.0","6","一般競争入札"
"20161018","那賀振興局農林水産振興部","農林水産政策局 農業農村整備課","平成２８年度　県債　高鳥処分　第１号－１","高病原性鳥インフルエンザ埋却物最終処分工事","紀の川市貴志川町井ノ口地内","株式会社山東組","4.07268E7","3.6201334E7","3.681612E7","8","一般競争入札（総合評価）"
"20161018","伊都振興局農林水産振興部","農林水産政策局 農業農村整備課","平成２８年度　調査管理　第１号－１","恋野地区土地改良施設補修工事","橋本市恋野、只野　地内","山口建設株式会社","1521720.0","1389433.0","1389960.0","12","一般競争入札"
"20161013","日高振興局農林水産振興部","農林水産政策局 農業農村整備課","平成２８年度　畑総　第２号－４","みなべ地区農道区画線工事","日高郡みなべ町山内、筋地内","山路ライン株式会社","1134000.0","1031520.0","1033452.0","16","一般競争入札"
"20161013","日高振興局農林水産振興部","農林水産政策局 農業農村整備課","平成２８年度　畑総　第２号－２","みなべ地区農道整備付帯その４工事","日高郡みなべ町山内、筋地内","松樹園","1.051812E7","9362884.0","9381852.0","23","一般競争入札"
"20161013","日高振興局農林水産振興部","農林水産政策局 農業農村整備課","平成２８年度　畑総　第２号－３","みなべ地区農道舗装その４工事","日高郡みなべ町山内、筋地内","株式会社柏木建設","2964600.0","2633188.0","2646000.0","8","一般競争入札"
"20161012","伊都振興局農林水産振興部","森林・林業局 森林整備課","平成２８年度　県防　第３号","県土防災対策治山事業","伊都郡九度山町丹生川宮ノ向イ　地内","玉川土木","3852360.0","3398011.0","3404160.0","13","一般競争入札"
"20161012","日高振興局農林水産振興部","森林・林業局 森林整備課","平成２８年度　県防　第２３号","県土防災対策治山事業","日高郡日高川町大字三百瀬字横手地内","パシフィックマリン株式会社","3819960.0","3381980.0","3399764.0","1","一般競争入札"
"20161011","西牟婁振興局農林水産振興部","農林水産政策局 農業農村整備課","平成２８年度　調査管理　第３号－５１","西牟婁地区海岸保全区域台帳更新業務","和歌山県西牟婁振興局管内","堀口測量設計","1.3716E7","1.0366476E7","1.28736E7","13","一般競争入札"
"20160930","日高振興局農林水産振興部","農林水産政策局 農業農村整備課","平成２８年度　基水　第６号－１","名田２期地区送水施設更新その２工事","御坊市塩屋町北塩屋地内","株式会社道建設","2.315844E7","2.0850594E7","2.095848E7","20","一般競争入札"
"20160929","那賀振興局農林水産振興部","農林水産政策局 農業農村整備課","平成２８年度　ため池等　第２８号－５１","妙見池設計業務","紀の川市古和田地内","青葉コンサルタント株式会社","6814800.0","5273718.0","5317920.0","9","一般競争入札"
"20160921","日高振興局農林水産振興部","森林・林業局 森林整備課","平成２８年度　県防　第２４号","県土防災対策治山事業","日高郡日高川町大字上初湯川字鉢地内","株式会社梶原土建","5450760.0","4889415.0","4892508.0","23","一般競争入札"
"20160921","日高振興局農林水産振興部","森林・林業局 森林整備課","平成２８年度　県防　第７号","県土防災対策治山事業","日高郡印南町大字羽六字研屋地内","松樹園","7440120.0","6661883.0","6665760.0","23","一般競争入札"
"20160921","日高振興局農林水産振興部","森林・林業局 森林整備課","平成２８年度　県防　第５号","県土防災対策治山事業","日高郡日高川町大字初湯川字坂本　地内","有限会社近畿紀の国建産","1.094148E7","9745626.0","9754560.0","22","一般競争入札"
"20160921","海草振興局農林水産振興部","農林水産政策局 農業農村整備課","平成２８年度　ため池等　第３６号－１","小原大池改修その１工事","海南市下津町小原地内","新谷組","3373920.0","3007129.0","3321000.0","2","一般競争入札"
"20160921","有田振興局農林水産振興部","森林・林業局 森林整備課","平成２８年度　予防　第３号－２","上津木地区予防治山工事","有田郡広川町上津木柿谷　地内","瀬谷組","2.465208E7","2.2070579E7","2.2073256E7","19","一般競争入札"
"20160921","有田振興局農林水産振興部","森林・林業局 森林整備課","平成２８年度　復旧　第５号－２","二川地区復旧治山工事","有田郡有田川町二川三瀬川谷北　地内","織本組","1.536624E7","1.3872044E7","1.3876178E7","35","一般競争入札"
"20160921","日高振興局農林水産振興部","森林・林業局 森林整備課","平成２８年度　復旧　第１０号－２","復旧治山事業","日高郡日高川町大字初湯川字坂本　地内","有限会社清水組","2.553336E7","2.3037156E7","2.30472E7","49","一般競争入札"
"20160921","日高振興局農林水産振興部","森林・林業局 森林整備課","平成２８年度　予防　第５号－２","予防治山事業","日高郡日高川町大字平川字長田　地内","株式会社大谷住宅設備","8623800.0","7664989.0","7676640.0","23","一般競争入札"
"20160914","有田振興局農林水産振興部","農林水産政策局 農業農村整備課","平成２８年度　地すべり　第６号－５１","畦田２期地区　地すべり解析業務","有田郡有田川町瀬井地内","株式会社修成建設コンサルタント和歌山事務所","4125600.0","3125607.0","3160571.0","14","一般競争入札"
"20160914","日高振興局地域振興部（H28)","農林水産政策局 農業農村整備課","平成２７年度　整促　第１号－７","川辺町周辺水源工区地区送水施設更新その８工事","日高郡日高川町和佐地内","株式会社西川組","5.371596E7","4.9299629E7","4.935924E7","21","一般競争入札（総合評価）"
"20160914","日高振興局農林水産振興部","農林水産政策局 農業農村整備課","平成２８年度　ため池等　第３３号－５２","白倉池地区測量設計業務","日高郡由良町中地内","株式会社センダイ工部コンサルタント","1.47312E7","1.1754437E7","1.18044E7","9","一般競争入札"
"20160914","日高振興局農林水産振興部","農林水産政策局 農業農村整備課","平成２８年度　ため池等　第３３号－５１","白倉池地区土質調査業務","日高郡由良町中地内","株式会社岡本設計","3218400.0","2671515.0","2690280.0","31","一般競争入札"
"20160914","日高振興局農林水産振興部","農林水産政策局 農業農村整備課","平成２８年度　地すべり　第９号－１","晩稲熊岡地区地すべり対策その７工事","日高郡みなべ町晩稲、熊岡地内","有限会社神谷産業","2.449332E7","2.2242166E7","2.23074E7","13","一般競争入札"
"20160913","伊都振興局農林水産振興部","農林水産政策局 農業農村整備課","平成２８年度　ため池等　第３２号－１","ため池等整備事業　丸尾池地区　仮設道路整備工事","橋本市御幸辻地内","松井建設工業","7776000.0","6945083.0","6947100.0","13","一般競争入札"
"20160913","伊都振興局地域振興部（H28)","農林水産政策局 農業農村整備課","平成２７年度　地すべり　第８号－５","地すべり対策事業　吉原田原地区管理用道路その１工事","橋本市吉原地内","南海砂利株式会社","1.134864E7","1.01394E7","1.0152E7","14","一般競争入札"
"20160913","西牟婁振興局農林水産振興部","森林・林業局 森林整備課","平成２８年度　復旧　第１３号－２","復旧治山事業　県土防災対策治山事業","田辺市上芳養関谷　地内","株式会社尾花組","7.89372E7","7.150408E7","7.16904E7","35","一般競争入札（総合評価）"
"20160913","西牟婁振興局農林水産振興部","森林・林業局 森林整備課","平成２８年度　予防　第７号－２","予防治山事業","田辺市秋津川串崎　地内","株式会社伊藤組","5.193504E7","4.7562452E7","4.761396E7","34","一般競争入札（総合評価）"
"20160912","東牟婁振興局農林水産振興部","農林水産政策局 農業農村整備課","平成２８年度　防ダム　第１号－５１","小匠ダムゲート付帯施設設計業務","東牟婁郡那智勝浦町小匠地内","長尾建築設計事務所","2723760.0","2037954.0","2041502.0","8","一般競争入札"
"20160912","東牟婁振興局農林水産振興部","農林水産政策局 農業農村整備課","平成２８年度　自環交　第１号－２","太地園地　燈明崎防護柵改修工事","東牟婁郡太地町太地地内","株式会社吉本園芸","7582680.0","6835444.0","6847200.0","25","一般競争入札"
"20160907","日高振興局農林水産振興部","森林・林業局 森林整備課","平成２８年度　復旧　第９号－２","復旧治山事業","日高郡日高川町大字原日浦字井戸ノ谷　地内","株式会社総合建設上平組","2.978532E7","2.6676106E7","2.66922E7","45","一般競争入札"
"20160907","日高振興局農林水産振興部","森林・林業局 森林整備課","平成２８年度　予防　第６号－２","予防治山事業","日高郡みなべ町島之瀬字奴多の平　地内","株式会社坂口","2.076516E7","1.8721466E7","1.872936E7","29","一般競争入札"
"20160906","海草振興局農林水産振興部","農林水産政策局 農業農村整備課","平成２８年度　調査管理　第１３号－３","海草地区　地すべり防止施設維持管理工事","海南市下津町小原地内","有限会社ミナミ","1497960.0","1338140.0","1497960.0","1","一般競争入札"
"20160906","海草振興局農林水産振興部","農林水産政策局 農業農村整備課","平成２８年度　水合理　第５号－１","新六箇井地区　ゲート改修その１工事","和歌山市楠見中外　地内","三洋建設株式会社","3.166776E7","2.8774314E7","2.88144E7","5","一般競争入札"
"20160906","海草振興局農林水産振興部","農林水産政策局 農業農村整備課","平成２８年度　水合理　第５号－２","新六箇井地区　ゲート改修その２工事","和歌山市船所、粟、福島　地内","井筒建設株式会社","2.3085E7","2.1019321E7","2.107944E7","5","一般競争入札"
"20160906","那賀振興局農林水産振興部","農林水産政策局 農業農村整備課","平成２８年度　ほ場環境　第２号－２","神田用水路整備その２工事","紀の川市桃山町神田地内","山本重機","6161400.0","5531667.0","5538240.0","2","一般競争入札"
"20160906","海草振興局農林水産振興部","森林・林業局 森林整備課","平成２８年度　予防　第１号－２","予防治山事業","海草郡紀美野町福井字　伊勢谷　地内","株式会社農地開発","2.236464E7","2.0260382E7","2.02824E7","10","一般競争入札"
"20160906","那賀振興局農林水産振興部","農林水産政策局 農業農村整備課","平成２８年度　ため池等　第５号－１","篭池改修その２工事","紀の川市上丹生谷地内","有限会社増尾建設","1.091988E7","9724092.0","9869040.0","2","一般競争入札"
"20160830","伊都振興局農林水産振興部","森林・林業局 森林整備課","平成２８年度　減災対策　第１号","山地災害総合減災対策治山事業","伊都郡かつらぎ町花園中南谷ノ瀬　地内","株式会社前坂工務店","3.053376E7","2.7364469E7","2.74752E7","11","一般競争入札"
"20160830","那賀振興局農林水産振興部","農林水産政策局 農業農村整備課","平成２８年度　ため池等　第１８号－１","上ノ池改修工事","紀の川市北勢田地内","有限会社静川建設","2.091096E7","1.8711606E7","1.8983268E7","7","一般競争入札"
"20160830","那賀振興局農林水産振興部","農林水産政策局 農業農村整備課","平成２８年度　ため池等　第２７号－１","鳥渕池改修工事","紀の川市上田井地内","株式会社前川組","1.672056E7","1.5243119E7","1.5282E7","7","一般競争入札"
"20160830","那賀振興局農林水産振興部","農林水産政策局 農業農村整備課","平成２８年度　ため池等　第２７号－２","鳥渕池附帯工事","紀の川市上田井地内","株式会社平岡広建設","8058960.0","7339610.0","7352532.0","35","一般競争入札"
"20160830","那賀振興局農林水産振興部","森林・林業局 森林整備課","平成２８年度　復旧　第１号－２","復旧治山事業","紀の川市中畑字神子平　地内","有限会社森下組","1.56384E7","1.3972464E7","1.4039568E7","7","一般競争入札"
"20160830","伊都振興局農林水産振興部","森林・林業局 森林整備課","平成２８年度　予防　第２号－２","予防治山事業","橋本市山田三ツ石　地内","株式会社阪田組","2.25666E7","2.0609534E7","2.1438E7","17","一般競争入札"
"20160829","東牟婁振興局農林水産振興部","農林水産政策局 農業農村整備課","平成２８年度　自環交　第１号－１","近畿自然歩道　高野坂木橋改修工事","新宮市新宮地内","有限会社畔田園","1.042848E7","9290970.0","9303120.0","22","一般競争入札"
"20160829","西牟婁振興局農林水産振興部","農林水産政策局 農業農村整備課","平成２８年度　中山間防　第１号－５３","市ノ瀬地区工事用道路実施設計業務","西牟婁郡上富田町市ノ瀬地内","和建技術株式会社","5659200.0","4272460.0","4307472.0","18","一般競争入札"
"20160829","東牟婁振興局農林水産振興部","農林水産政策局 農業農村整備課","平成２８年度　防ダム　第１号－５０","小匠ダム旧ケーブルクレーン基礎法面整備実施設計業務","東牟婁郡那智勝浦町小匠地内","有限会社熊野路測量設計","2797200.0","2236476.0","2592000.0","3","一般競争入札"
"20160829","東牟婁振興局農林水産振興部","農林水産政策局 農業農村整備課","平成２８年度　防ダム　第１号－２","小匠ダム点検歩廊製作工事","東牟婁郡那智勝浦町小匠地内","三洋建設株式会社","2.257956E7","2.1782823E7","2.2356E7","5","一般競争入札"
"20160824","有田振興局農林水産振興部","農林水産政策局 農業農村整備課","平成２８年度　ため池等　第１３号－１","大谷池地区　ため池改修（その１）工事","有田郡湯浅町青木地内","中平建設株式会社","3.292596E7","3.0022945E7","3.0294E7","10","一般競争入札（総合評価）"
"20160824","有田振興局農林水産振興部","農林水産政策局 農業農村整備課","平成２８年度　ため池等　第３９号－１","能蔵池地区　ため池改修工事","有田郡有田川町西ケ峯地内","株式会社辻本組","4.942404E7","4.5385401E7","4.539996E7","4","一般競争入札（総合評価）"
"20160823","東牟婁振興局農林水産振興部","森林・林業局 森林整備課","平成２８年度　地すべり　第１号－３","地すべり防止事業","新宮市熊野川町宮井字奥谷 外　地内","株式会社武田基礎調査","6.928416E7","6.3144317E7","6.3629712E7","8","一般競争入札（総合評価）"
"20160823","東牟婁振興局農林水産振興部","森林・林業局 森林整備課","平成２８年度　復旧　第１５号－２","復旧治山事業","東牟婁郡那智勝浦町大字 那智山 字 大戸平左側　地内","木原造林株式会社","5.056128E7","4.5694075E7","4.630824E7","15","一般競争入札（総合評価）"
"20160823","東牟婁振興局農林水産振興部","森林・林業局 森林整備課","平成２８年度　予防　第９号","予防治山事業","新宮市熊野川町赤木字 小畑　地内","有限会社松岡組","3.398004E7","3.103586E7","3.109374E7","18","一般競争入札（総合評価）"
"20160822","東牟婁振興局農林水産振興部","農林水産政策局 農業農村整備課","平成２８年度　ため池等　第４５号－５０","東谷池改修調査業務","東牟婁郡串本町神野川地内","株式会社南紀航測センター","2797200.0","2191741.0","2192940.0","29","一般競争入札"
"20160818","日高振興局農林水産振興部","農林水産政策局 農業農村整備課","平成２８年度　ため池等　第３４号－１","横垣大池地区工事用道路工事","日高郡日高川町入野地内","株式会社坂本組","3.940704E7","3.6058309E7","3.60828E7","26","一般競争入札（総合評価）"
"20160818","日高振興局地域振興部（H28)","農林水産政策局 農業農村整備課","平成２７年度　中山間防　第２号－２","北吉田地区８号用排水路改修工事","御坊市藤田町吉田地内","株式会社中村建設","3.285792E7","2.9583506E7","2.975508E7","22","一般競争入札（総合評価）"
"20160809","那賀振興局農林水産振興部","農林水産政策局 農業農村整備課","平成２８年度　中山間　第４号－１","下丹生谷地区　ほ場整備（その２）工事","紀の川市下丹生谷地内","株式会社畑中産業","5.68242E7","5.2445957E7","5.261922E7","48","一般競争入札（総合評価）"
"20160809","海草振興局農林水産振興部","農林水産政策局 農業農村整備課","平成２８年度　ため池等　第４２号－１３","樫河池地区　ため池設計業務","海草郡紀美野町動木地内","株式会社パスコ和歌山支店","9622800.0","7493876.0","7525440.0","11","一般競争入札"
"20160809","那賀振興局農林水産振興部","農林水産政策局 農業農村整備課","平成２８年度　ため池等　第３７号－１","菩提池下改修工事","紀の川市貴志川町北地内","株式会社延希工業","1.990548E7","1.7836123E7","1.78632E7","8","一般競争入札"
"20160808","西牟婁振興局農林水産振興部","農林水産政策局 農業農村整備課","平成２８年度　中山間防　第１号－５２","市ノ瀬地区ため池土質調査業務","西牟婁郡上富田町市ノ瀬地内","株式会社近畿コンサルタント","4179600.0","3293092.0","3300462.0","31","一般競争入札"
"20160808","西牟婁振興局農林水産振興部","農林水産政策局 農業農村整備課","平成２８年度　整促　第３号－３","和歌山2期地区南紀用水工区緊急遮断弁整備その3工事","田辺市中芳養外　地内","株式会社ナカシゲ","1.577232E7","1.4144811E7","1.41912E7","15","一般競争入札"
"20160803","日高振興局農林水産振興部","農林水産政策局 農業農村整備課","平成２８年度　ため池等　第４１号－５１","見川池地区測量設計業務","日高郡日高川町千津川地内","株式会社中山綜合コンサルタント","4914000.0","3870957.0","3871044.0","17","一般競争入札"
"20160802","那賀振興局農林水産振興部","農林水産政策局 農業農村整備課","平成２８年度　ため池等　第３０号－５１","住持池設計業務","岩出市根来地内","株式会社南紀航測センター","1.3824E7","1.0456786E7","1.0576224E7","14","一般競争入札"
"20160802","那賀振興局農林水産振興部","農林水産政策局 農業農村整備課","平成２８年度　ため池等　第３０号－５２","住持池地区 土質調査（その２）業務","岩出市根来地内","株式会社データ技研","6879600.0","5539672.0","5560056.0","13","一般競争入札"
"20160802","伊都振興局農林水産振興部","森林・林業局 森林整備課","平成２８年度　復旧　第２号－２","復旧治山事業","橋本市山田猪谷山　地内","リフォームテック","1.261008E7","1.1365164E7","1.139724E7","13","一般競争入札"
"20160802","那賀振興局農林水産振興部","森林・林業局 森林整備課","平成２８年度　緑花センタ　第１号","和歌山県植物公園緑花センター木製遊具等設置工事","岩出市東坂本地内外","小谷園","2.372112E7","2.1245068E7","2.1251484E7","32","一般競争入札"
"20160801","西牟婁振興局農林水産振興部","農林水産政策局 農業農村整備課","平成２８年度　ため池等　第４３号－５２","才野地区・硲裏池地区実施設計業務","西牟婁郡白浜町才野地内","株式会社センダイ工部コンサルタント","2.14164E7","1.7007471E7","1.71936E7","15","一般競争入札"
"20160801","西牟婁振興局農林水産振興部","農林水産政策局 農業農村整備課","平成２８年度　ため池等　第４３号－５１","才野地区・硲裏池地区土質調査業務","西牟婁郡白浜町才野地内","株式会社阪和建設コンサルタント","7678800.0","6164796.0","6177600.0","13","一般競争入札"
"20160801","東牟婁振興局農林水産振興部","森林・林業局 森林整備課","平成２８年度　地すべり　第２号－４","地すべり防止事業","新宮市熊野川町日足字　萬歳　外　地内","有限会社フルカワ","7892640.0","7115465.0","7128000.0","18","一般競争入札"
"20160801","東牟婁振興局農林水産振興部","森林・林業局 森林整備課","平成２８年度　復旧　第１６号－２","復旧治山事業","東牟婁郡那智勝浦町大字　南平野　字　妙法山　地内","春日工産","7593480.0","6692659.0","6743520.0","16","一般競争入札"
"20160801","西牟婁振興局農林水産振興部","農林水産政策局 農業農村整備課","平成２８年度　ため池等　第９号－１","和歌山（田辺）地区  更池部分改修工事","田辺市中芳養地内","株式会社丸新建設","2.9997E7","2.7180201E7","2.720304E7","23","一般競争入札"
"20160727","有田振興局農林水産振興部","森林・林業局 森林整備課","平成２８年度　復旧　第８号－２","復旧治山事業設計業務","有田郡有田川町押手上横谷　地内","明治コンサルタント株式会社和歌山営業所","2363040.0","1774333.0","1798200.0","4","一般競争入札"
"20160727","有田振興局農林水産振興部","森林・林業局 森林整備課","平成２８年度　復旧　第７号－２","復旧治山事業設計業務","有田郡有田川町上湯川弓ヲロシ　地内","明治コンサルタント株式会社和歌山営業所","5448600.0","4118071.0","4128840.0","4","一般競争入札"
"20160727","有田振興局農林水産振興部","農林水産政策局 農業農村整備課","平成２８年度　基水　第３号－１","有田川地区　西谷川工区第３水槽改修工事","有田市新堂地内","三洋建設株式会社","7.428456E7","6.7144873E7","6.83424E7","5","一般競争入札（総合評価）"
"20160726","東牟婁振興局農林水産振興部","森林・林業局 森林整備課","平成２８年度　奥地　第７号－３","奥地保安林保全緊急対策事業","東牟婁郡那智勝浦町大字　口色川　字　寺山　地内","杉本重機","1.400976E7","1.2559813E7","1.264032E7","12","一般競争入札"
"20160726","東牟婁振興局農林水産振興部","森林・林業局 森林整備課","平成２８年度　県防　第１７号","県土防災対策治山事業","東牟婁郡太地町大字　森浦　字　掛　地内","色川建設","1527120.0","1365018.0","1366740.0","16","一般競争入札"
"20160726","那賀振興局農林水産振興部","農林水産政策局 農業農村整備課","平成２８年度　ため池等　第３１号－５１","春日池設計業務","紀の川市東三谷地内","株式会社イーホッシュ","9795600.0","7556484.0","7619400.0","19","一般競争入札"
